Family_01,Romance_02,Drama_03,Horror_04,Historical_05,Crime_06,Erotic_07,Independent_08,Biographical_09,Musical_10,SciFi_11,Action_12,Comedy_13,Adventure_14,Western_15,Documentary_16,War_17,Thriller_18,Classics_19,Animation_20,Mystery_21,Romance_01,Horror_02,Erotica_03,Art_04,Academic_05,Mystery_06,Crime_07,History_08,Philosophy_09,Poetry_10,Entertainment_11,Comics_12,Architecture_13,Computers_14,Sports_15,News_16,Reference_17,Business_18,Cooking_19,Literature_20,Thriller_21,Adventure_22,Nature_23,Health_24,SciFi_25,Fantasy_26,Medical_27,IPIP_01_E,IPIP_02_A,IPIP_03_C,IPIP_04_N,IPIP_05_O,IPIP_06R_E,IPIP_07R_A,IPIP_08R_C,IPIP_09R_N,IPIP_10R_O,IPIP_11_E,IPIP_12_A,IPIP_13_C,IPIP_14_N,IPIP_15R_O,IPIP_16R_E,IPIP_17R_A,IPIP_18R_C,IPIP_19R_N,IPIP_20R_O,Gender,Age,IPIP_O,IPIP_C,IPIP_E,IPIP_N,IPIP_A,IPIP_O_ordinal,IPIP_C_ordinal,IPIP_E_ordinal,IPIP_N_ordinal,IPIP_A_ordinal,Max,Highest_Scoring_Trait
4,4,3,4,4,4,5,3,3,4,1,4,5,5,3,4,2,3,4,5,4,5,4,4,4,4,3,5,3,5,5,3,3,3,3,3,4,4,3,4,5,5,5,4,4,3,4,4,5,5,4,4,1,4,5,4,2,4,5,5,4,4,4,3,5,4,3,4,1,22,13,16,17,13,20,Neither high nor low,High,Very High,Neither high nor low,Extremely High,20,A
4,1,2,5,1,5,5,3,3,3,3,5,5,5,3,3,2,5,3,3,5,3,3,3,3,5,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,5,5,3,3,3,5,5,4,5,3,4,5,4,5,2,3,3,5,5,5,4,4,5,5,5,3,5,1,22,17,15,18,14,20,Very High,High,Very High,High,Extremely High,20,A
2,1,2,5,4,5,4,1,3,1,4,4,1,4,3,4,3,4,5,3,5,1,5,4,2,2,4,4,3,3,1,1,3,1,1,3,3,2,1,4,3,3,4,2,2,4,3,4,2,4,1,2,3,4,4,5,2,4,2,2,3,2,4,3,4,4,4,4,0,22,15,13,11,10,14,High,Neither high nor low,Neither high nor low,Low,High,15,O
1,1,4,4,5,5,5,2,2,1,5,5,2,5,4,3,5,5,5,4,5,1,3,5,2,1,5,2,5,3,3,3,5,2,1,1,3,1,2,1,5,5,5,1,1,5,5,5,3,3,2,4,4,3,3,3,4,4,4,4,3,2,5,3,3,2,4,4,0,23,17,10,13,14,13,Very High,Low,Neither high nor low,High,Neither high nor low,17,O
3,3,2,1,4,5,2,3,4,3,5,5,5,5,4,5,5,4,4,5,5,3,2,2,3,3,4,4,5,4,4,4,5,3,3,5,4,4,3,3,4,5,5,4,3,5,5,4,4,4,4,3,2,4,2,2,3,4,5,4,3,4,4,3,4,1,3,3,0,22,13,10,16,13,14,Neither high nor low,Low,High,Neither high nor low,High,16,E
3,3,4,5,5,5,5,2,4,1,5,5,5,5,4,4,5,5,5,5,5,3,4,2,4,3,5,5,5,5,5,3,4,3,4,4,4,4,4,2,3,3,4,4,4,5,5,5,5,5,4,4,5,4,4,5,1,5,5,5,4,3,4,5,4,3,4,4,0,22,18,16,19,12,18,Very High,High,Extremely High,Neither high nor low,Very High,19,E
4,4,4,3,1,2,1,1,4,4,1,5,5,5,1,1,1,4,3,3,4,4,4,1,3,3,3,3,3,4,3,4,2,1,1,1,1,3,1,4,4,4,4,1,3,2,2,1,4,4,3,2,1,5,5,5,3,2,5,5,5,3,3,2,5,5,4,1,1,22,7,18,16,12,19,Very Low,Very High,High,Neither high nor low,Extremely High,19,A
5,5,5,2,3,4,2,4,4,2,4,3,4,4,1,1,2,4,3,3,5,4,4,2,3,4,4,4,3,2,2,3,3,3,3,2,3,2,2,4,4,4,4,3,4,4,4,4,3,4,4,3,5,5,3,5,5,3,4,3,4,4,4,3,4,4,3,4,1,28,16,17,15,15,14,High,Very High,High,High,High,17,C
3,4,4,2,4,5,1,2,4,5,2,2,4,2,3,3,2,4,5,4,5,4,2,1,3,3,4,4,3,3,3,3,4,2,2,4,4,4,1,3,5,2,2,2,3,2,3,2,2,4,4,2,3,2,4,2,4,4,4,4,4,3,4,2,4,4,2,4,1,22,15,14,10,11,16,High,High,Low,Neither high nor low,High,16,A
3,3,2,5,3,2,5,2,1,2,5,4,3,4,4,5,5,5,3,4,3,1,4,1,1,4,2,2,1,1,1,3,5,1,1,2,2,4,1,4,1,3,3,3,5,5,3,5,5,3,5,1,3,4,4,5,4,1,4,4,5,3,2,5,4,5,2,2,0,32,8,20,18,10,15,Low,Extremely High,Very High,Low,High,20,C
4,4,5,3,5,4,1,2,4,4,4,5,5,4,4,5,4,4,4,3,4,2,2,2,4,5,3,3,4,4,4,4,2,2,4,2,5,5,2,2,4,2,2,2,5,2,2,5,4,4,3,3,4,3,5,4,4,4,4,4,5,3,5,4,4,5,2,4,0,22,17,17,15,12,17,Very High,Very High,High,Neither high nor low,Very High,17,O
1,1,2,3,1,5,3,1,1,1,1,5,2,5,3,5,1,4,1,1,5,1,2,1,1,5,1,3,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,3,1,1,1,2,4,2,1,3,2,4,5,3,1,2,2,4,4,4,1,4,4,3,3,0,22,11,15,7,11,14,Neither high nor low,High,Very Low,Neither high nor low,High,15,C
2,1,1,5,3,5,4,1,5,1,5,5,1,5,5,5,5,1,5,5,5,1,5,5,1,1,1,2,3,2,1,1,1,1,5,5,2,2,1,2,2,5,4,1,4,5,5,5,5,2,4,4,4,2,3,4,1,1,1,2,4,5,2,3,3,4,3,4,0,32,11,16,11,13,10,Neither high nor low,High,Neither high nor low,Neither high nor low,Low,16,C
1,1,2,2,3,4,1,1,1,1,4,4,2,3,3,3,3,3,3,3,3,1,2,1,3,3,4,4,3,3,1,3,4,1,3,4,4,3,3,2,3,3,3,1,2,4,3,4,3,3,3,4,3,4,4,3,3,3,3,3,2,4,5,3,5,3,5,5,0,32,16,11,13,16,15,High,Neither high nor low,Neither high nor low,High,High,16,O
4,4,5,1,5,5,2,3,5,5,3,4,4,4,1,4,2,4,5,3,5,4,2,4,5,5,5,5,5,4,4,4,3,3,3,3,3,4,3,4,4,4,4,3,4,1,5,3,3,5,5,5,4,4,5,1,5,5,2,5,5,5,5,2,5,2,4,4,1,22,18,13,11,19,20,Very High,Neither high nor low,Neither high nor low,Extremely High,Extremely High,20,A
1,1,1,5,3,5,5,1,5,1,5,5,2,5,5,5,5,5,5,3,4,1,5,5,1,1,4,3,3,2,1,1,1,1,5,4,2,2,2,2,2,5,5,1,4,5,5,5,5,2,4,5,5,1,3,5,1,1,2,2,5,5,2,3,3,3,3,3,0,33,11,17,11,14,10,Neither high nor low,Very High,Neither high nor low,High,Low,17,C
4,4,5,1,4,4,2,2,4,3,3,5,5,5,3,4,4,5,5,4,5,5,4,5,3,4,4,5,5,4,4,3,5,2,1,5,4,4,4,5,3,5,5,4,5,2,4,5,4,5,5,4,4,4,5,4,3,5,5,5,4,4,4,4,5,5,5,4,0,28,17,18,17,16,20,Very High,Very High,Very High,High,Extremely High,20,A
3,4,5,1,5,5,2,5,5,5,2,5,5,5,5,3,5,3,5,3,5,3,3,2,3,3,5,5,5,5,3,2,2,1,1,1,5,5,1,5,5,5,5,1,2,1,5,3,5,5,4,3,5,5,5,5,4,5,1,5,5,4,5,5,5,5,4,5,1,25,20,19,16,15,20,Extremely High,Extremely High,High,High,Extremely High,20,O
4,5,4,2,1,5,1,2,2,2,3,3,4,3,2,2,2,4,3,2,5,4,2,3,2,4,5,5,2,3,3,4,3,2,2,3,3,3,2,2,4,3,3,2,4,2,2,4,4,4,5,4,3,5,4,4,4,2,3,4,3,4,3,4,4,3,4,2,1,23,10,15,16,16,16,Low,High,High,High,High,16,E
4,5,5,5,5,5,5,3,5,4,4,5,4,5,3,5,5,5,4,3,5,5,5,4,4,3,5,5,5,5,4,5,4,3,1,3,5,4,5,5,5,5,5,3,4,4,4,3,5,5,4,5,5,5,5,3,2,5,5,5,5,4,4,4,5,5,4,5,1,19,19,17,19,15,20,Extremely High,Very High,Extremely High,High,Extremely High,20,A
5,5,4,2,2,4,2,3,4,4,5,4,5,4,2,3,3,4,3,4,4,5,2,4,4,3,4,4,4,2,2,4,4,3,3,3,3,3,2,4,4,4,4,3,4,3,4,4,5,4,2,2,5,5,4,4,2,3,3,4,4,3,4,3,5,5,4,5,1,19,17,15,16,11,17,Very High,High,High,Neither high nor low,Very High,17,O
4,5,4,4,1,4,4,4,1,3,5,5,5,5,3,1,2,1,1,5,5,5,5,4,3,3,5,5,1,2,5,5,4,3,3,2,2,3,1,4,5,5,5,3,3,5,5,3,4,5,3,5,5,2,5,4,1,4,5,5,5,3,4,2,5,5,4,5,1,20,18,17,13,13,20,Very High,Very High,Neither high nor low,Neither high nor low,Extremely High,20,A
5,4,4,5,3,5,5,4,3,5,4,4,5,5,3,3,3,4,4,5,4,4,5,5,3,3,5,5,3,3,3,4,4,3,3,4,3,3,3,3,4,5,4,3,3,4,5,3,4,5,4,4,5,2,5,2,4,4,5,5,4,5,4,2,4,4,4,4,1,20,17,14,13,17,19,Very High,High,Neither high nor low,Very High,Extremely High,19,A
3,4,4,3,2,5,3,3,3,1,4,5,5,5,1,3,1,5,3,3,5,5,3,4,3,3,5,5,3,1,3,2,1,1,1,1,1,3,1,3,5,5,5,1,3,4,4,1,3,4,1,5,4,3,4,3,2,4,2,4,4,2,4,3,4,2,3,4,1,19,16,10,11,12,16,High,Low,Neither high nor low,Neither high nor low,High,16,O
3,4,4,3,2,5,4,3,2,4,3,5,4,5,5,4,4,5,3,3,5,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,4,4,3,2,4,3,4,2,1,20,11,13,11,15,15,Neither high nor low,Neither high nor low,Neither high nor low,High,High,15,N
3,4,5,2,1,5,1,5,3,1,3,5,5,5,3,4,5,3,2,4,5,2,4,4,1,3,4,4,1,1,1,5,5,1,4,5,4,4,2,5,2,4,4,2,4,4,2,2,4,4,4,3,3,5,5,5,2,3,4,4,2,3,3,4,5,4,4,3,1,19,12,15,17,12,18,Neither high nor low,High,Very High,Neither high nor low,Very High,18,A
3,4,4,3,2,5,4,3,2,2,4,4,4,4,1,3,2,5,3,5,4,4,4,4,2,3,4,5,2,2,2,4,5,1,3,2,3,2,2,2,2,5,5,2,2,4,4,2,2,4,3,4,3,4,5,3,4,3,4,3,4,4,3,3,5,4,4,4,1,19,13,14,13,16,17,Neither high nor low,High,Neither high nor low,High,Very High,17,A
3,4,5,1,4,4,3,3,4,2,1,1,4,2,1,3,1,2,4,4,4,5,1,2,4,3,4,2,3,4,3,3,3,3,2,3,4,4,1,4,4,2,2,2,2,2,2,2,4,5,3,2,3,4,4,1,1,4,3,4,2,2,4,3,4,3,5,3,1,19,14,9,14,10,17,High,Low,High,Low,Very High,17,A
3,3,2,1,3,1,2,4,4,3,2,3,5,3,1,4,1,1,4,5,4,2,1,2,4,4,2,1,4,4,4,4,3,3,4,1,4,4,3,5,5,2,2,4,4,2,2,4,4,4,3,4,4,3,4,1,4,4,3,4,4,4,4,4,4,3,4,5,1,35,17,11,14,16,16,Very High,Neither high nor low,High,High,High,17,O
2,5,5,2,1,1,3,1,1,2,2,5,5,5,1,1,1,2,3,5,3,5,1,5,1,1,2,2,1,1,3,3,4,1,1,1,1,1,1,2,5,5,5,1,2,1,5,1,2,5,3,5,5,5,5,1,1,3,1,4,4,4,3,1,5,4,5,5,1,19,16,12,9,15,19,High,Neither high nor low,Low,High,Extremely High,19,A
4,4,4,5,3,5,4,4,3,5,5,5,5,5,2,3,2,4,3,5,5,4,5,1,2,4,5,4,2,1,2,4,4,2,1,1,1,2,1,5,3,4,4,3,3,4,4,2,3,4,2,5,1,1,5,1,2,3,2,4,1,4,2,3,5,2,4,1,1,20,7,6,9,15,18,Very Low,Very Low,Low,High,Very High,18,A
5,5,5,4,1,2,4,4,2,3,4,5,5,5,3,4,1,2,4,5,2,4,5,4,5,5,2,4,4,4,2,4,5,1,1,4,4,5,4,4,2,5,5,5,5,4,2,4,4,4,3,2,4,4,5,4,4,4,4,4,5,2,4,2,5,4,2,4,1,19,16,16,14,10,18,High,High,High,Low,Very High,18,A
4,4,4,4,5,4,2,2,5,3,1,5,3,5,2,4,1,5,4,4,4,4,2,2,5,2,4,4,5,4,2,3,3,3,1,1,3,4,1,3,4,4,4,4,3,1,4,3,4,4,3,3,4,4,5,4,2,3,4,4,5,4,4,3,5,5,2,4,1,19,15,17,15,11,18,High,Very High,High,Neither high nor low,Very High,18,A
2,4,4,3,4,5,4,1,3,3,4,4,3,4,1,4,2,1,1,4,5,4,2,5,4,3,4,5,4,1,1,3,2,1,1,1,1,1,3,2,2,4,4,1,4,4,1,1,3,4,1,4,4,5,5,1,1,1,4,4,4,4,3,2,5,3,3,4,1,19,12,9,14,12,18,Neither high nor low,Low,High,Neither high nor low,Very High,18,A
3,4,3,2,3,5,2,3,3,3,5,5,4,5,3,3,3,4,2,5,5,4,4,2,1,1,5,5,4,3,2,3,4,1,1,3,2,2,2,5,5,5,5,2,3,5,5,1,4,3,3,5,4,5,4,4,3,3,4,4,3,5,4,2,5,4,4,4,1,19,15,14,15,17,16,High,High,High,Very High,High,17,N
4,5,4,2,1,1,3,1,1,2,2,3,5,5,1,1,2,3,2,4,3,5,3,5,1,2,3,4,1,1,3,3,2,1,1,2,1,1,1,2,5,4,4,2,2,3,3,4,3,5,3,5,4,3,4,4,3,3,3,4,4,3,3,2,4,4,4,4,1,19,14,15,11,15,17,High,High,Neither high nor low,High,Very High,17,A
4,5,3,1,5,1,1,1,1,1,2,2,5,5,1,1,1,2,4,5,2,5,1,1,2,2,2,2,1,1,1,5,5,1,3,1,1,4,1,2,5,4,3,3,2,3,2,2,4,4,4,2,3,4,5,5,3,3,3,4,5,2,3,2,5,5,3,4,1,20,13,19,13,10,18,Neither high nor low,Extremely High,Neither high nor low,Low,Very High,19,C
4,4,4,5,4,5,3,2,1,3,2,3,5,4,3,3,4,5,3,5,5,5,4,4,3,5,5,3,3,3,5,5,3,1,1,3,3,3,3,4,4,4,3,3,3,5,3,0,5,5,3,4,3,5,5,2,2,2,5,5,4,4,2,4,5,1,4,2,1,20,9,10,19,14,20,Low,Low,Extremely High,High,Extremely High,20,A
4,5,3,1,2,2,2,2,2,1,1,1,5,4,1,1,1,1,4,5,1,5,1,2,1,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,4,1,2,2,5,3,5,4,1,4,3,5,3,5,5,5,5,3,4,1,19,12,16,19,12,15,Neither high nor low,High,Extremely High,Neither high nor low,High,19,E
5,5,1,1,4,1,3,2,1,3,4,4,5,4,3,4,3,4,3,5,3,5,1,5,3,1,3,2,1,1,1,5,5,1,1,4,4,3,3,5,3,2,3,4,4,5,3,1,5,5,1,3,3,5,5,5,1,5,2,5,5,5,5,5,5,5,4,4,1,20,17,16,17,13,20,Very High,High,Very High,Neither high nor low,Extremely High,20,A
5,5,4,5,4,5,5,3,3,2,5,5,5,5,5,4,5,5,4,5,5,5,5,5,3,2,4,5,4,3,3,4,4,3,2,2,3,3,2,4,3,4,4,3,3,4,4,2,4,5,3,4,5,5,5,4,2,3,4,4,3,4,3,4,5,5,3,5,1,19,16,15,17,13,19,High,High,Very High,Neither high nor low,Extremely High,19,A
4,5,3,1,1,2,4,0,2,3,3,4,4,4,3,3,2,4,3,4,4,5,1,5,3,4,4,3,2,2,4,4,4,3,1,1,1,3,1,4,4,4,3,4,4,3,3,2,4,4,3,2,3,2,5,4,3,4,4,4,5,5,3,2,4,5,3,3,1,19,13,17,12,13,17,Neither high nor low,Very High,Neither high nor low,Neither high nor low,Very High,17,C
4,5,2,1,1,4,4,3,2,4,1,4,5,3,2,3,1,3,2,5,3,5,3,4,4,1,4,4,1,1,3,4,4,1,3,1,1,1,1,4,3,4,3,3,4,1,3,3,5,4,3,4,3,4,5,2,3,3,4,4,4,3,3,4,5,2,1,4,1,19,13,11,17,11,18,Neither high nor low,Neither high nor low,Very High,Neither high nor low,Very High,18,A
3,5,4,5,2,5,3,2,3,3,4,2,4,3,1,2,2,2,2,3,4,4,5,4,3,4,4,5,2,2,5,4,2,2,2,1,4,3,3,3,3,3,3,3,3,2,3,3,4,4,4,5,3,4,4,5,4,3,4,3,4,4,3,4,4,5,4,2,1,19,11,18,16,17,15,Neither high nor low,Very High,High,Very High,High,18,C
3,4,3,2,5,4,4,3,4,4,4,5,4,5,4,4,4,5,5,5,5,3,4,4,4,3,5,5,4,3,3,4,5,2,1,5,2,2,2,4,4,4,4,4,4,5,5,4,4,4,5,5,5,3,4,4,3,4,4,4,4,5,4,5,5,2,4,5,0,23,18,15,16,17,17,Very High,High,High,Very High,Very High,18,O
3,4,5,4,4,5,4,4,3,1,2,4,4,4,3,4,4,5,4,3,5,4,4,3,5,3,4,4,3,3,4,4,3,3,4,2,5,4,3,4,5,4,4,1,2,2,4,4,4,5,4,5,4,4,5,4,4,5,5,5,5,5,4,3,4,3,5,3,1,20,16,16,16,19,19,High,High,High,Extremely High,Extremely High,19,N
4,3,3,4,4,4,3,3,3,3,5,4,4,4,4,2,4,4,3,5,4,3,5,3,3,1,5,5,3,3,3,4,5,3,4,3,3,3,5,4,3,4,4,3,3,5,4,3,3,2,3,4,4,3,3,3,3,3,3,3,4,3,2,3,3,3,1,5,0,19,14,13,12,11,11,High,Neither high nor low,Neither high nor low,Neither high nor low,Neither high nor low,14,O
2,4,4,4,3,5,4,3,3,3,2,5,5,5,4,3,5,4,4,3,5,5,3,3,4,2,5,4,3,5,4,4,3,2,1,2,2,2,1,1,5,4,5,3,3,4,4,2,4,5,2,5,5,4,4,1,4,5,5,5,4,4,5,4,5,2,5,5,0,20,20,9,17,18,19,Extremely High,Low,Very High,Very High,Extremely High,20,O
4,5,5,2,4,4,3,3,4,4,3,3,3,3,1,3,2,3,2,5,3,5,2,4,3,3,4,4,4,4,3,2,3,1,1,1,3,2,2,3,5,3,4,3,2,3,2,2,4,4,5,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,2,4,1,19,16,16,17,14,17,High,High,Very High,High,Very High,17,E
3,4,5,3,4,5,3,4,3,3,2,3,3,4,3,4,3,4,5,4,4,3,3,4,4,1,3,5,4,5,5,3,3,2,1,1,4,4,2,1,3,2,3,4,1,1,4,3,4,5,3,4,4,5,5,2,3,5,3,3,4,3,4,4,5,2,3,4,1,21,17,11,16,13,18,Very High,Neither high nor low,High,Neither high nor low,Very High,18,A
4,4,4,4,4,5,4,3,4,4,4,5,3,4,2,2,3,5,4,5,5,4,4,3,4,2,5,5,5,4,4,3,3,3,2,2,3,3,2,4,5,5,4,2,3,3,4,3,4,5,3,3,4,4,5,2,3,5,4,4,2,3,4,4,5,1,3,4,1,21,17,8,16,12,19,Very High,Low,High,Neither high nor low,Extremely High,19,A
3,2,5,3,4,4,3,4,4,3,1,2,3,2,2,3,1,5,5,4,4,3,4,3,4,2,5,5,3,4,4,4,4,1,1,1,3,2,1,2,5,3,2,1,1,2,4,1,4,4,2,4,4,3,5,2,2,5,4,3,1,3,4,4,5,2,3,4,0,20,17,7,15,12,17,Very High,Very Low,High,Neither high nor low,Very High,17,O
4,4,5,1,4,4,1,3,3,4,3,4,2,3,1,2,2,2,4,4,5,4,1,1,2,1,3,4,3,3,3,2,2,1,1,1,1,3,1,1,5,5,5,3,4,3,4,2,4,5,4,4,5,3,5,4,3,5,4,5,4,3,5,2,5,5,5,5,1,18,20,17,13,15,20,Extremely High,Very High,Neither high nor low,High,Extremely High,20,O
4,5,4,1,3,4,4,3,3,4,3,2,4,3,2,3,2,4,5,4,4,4,1,4,3,4,4,4,3,3,5,5,3,4,1,1,4,5,1,4,4,1,1,3,1,4,1,1,5,3,1,5,3,5,3,4,5,3,4,3,2,5,3,5,4,3,3,3,1,18,12,10,19,18,13,Neither high nor low,Low,Extremely High,Very High,Neither high nor low,19,E
4,3,4,5,4,5,5,4,4,3,4,4,4,4,2,4,3,4,4,5,5,2,5,3,3,3,5,5,3,4,2,4,3,3,3,4,2,4,2,3,4,4,3,3,3,4,4,4,4,4,2,4,4,4,3,2,3,3,5,5,3,5,3,4,2,3,4,5,0,30,15,10,17,16,14,High,Low,Very High,High,High,17,E
3,4,4,1,4,4,1,4,3,4,2,4,4,4,3,5,3,4,4,5,5,2,1,1,3,4,5,4,4,5,2,3,4,3,2,1,3,4,3,4,4,4,5,3,5,3,4,4,4,4,4,2,3,2,4,1,3,2,3,4,5,1,4,4,3,5,4,3,1,28,12,15,13,10,15,Neither high nor low,High,Neither high nor low,Low,High,15,C
1,2,5,3,4,5,4,3,4,1,2,2,4,2,4,4,5,4,5,4,4,1,2,4,3,4,3,4,5,5,4,2,4,3,3,3,5,5,4,3,5,3,3,2,1,2,4,3,3,2,1,5,5,3,3,1,3,4,2,2,1,2,5,3,2,1,5,5,0,35,19,4,11,15,9,Extremely High,Extremely Low,Neither high nor low,High,Low,19,O
4,5,5,4,3,3,4,4,5,5,3,3,4,3,1,3,1,3,4,5,3,4,1,3,4,3,3,3,4,4,3,4,3,4,2,1,1,3,3,4,4,3,3,3,3,1,1,3,4,4,3,3,5,5,4,5,3,3,4,4,4,4,2,4,4,4,4,5,0,30,15,16,17,14,16,High,High,Very High,High,High,17,E
4,3,4,5,4,5,5,2,3,1,4,5,5,5,4,4,5,5,1,4,5,4,4,3,5,3,5,4,4,4,2,3,3,3,4,3,3,3,4,4,5,5,5,4,4,4,5,4,4,5,3,2,3,3,5,5,5,5,5,5,4,3,4,4,5,5,3,3,1,31,15,17,16,13,20,High,Very High,High,Neither high nor low,Extremely High,20,A
3,4,4,5,3,4,4,1,2,3,4,3,4,4,2,4,3,5,3,5,5,4,5,3,3,4,5,5,3,3,4,4,4,2,2,2,3,3,2,4,4,4,4,3,4,3,5,5,4,5,3,4,3,4,4,2,3,3,5,5,5,4,3,4,4,2,4,3,1,24,12,12,17,15,18,Neither high nor low,Neither high nor low,Very High,High,Very High,18,A
3,4,2,3,4,4,2,2,4,5,5,3,4,3,2,3,1,4,1,5,5,2,4,1,1,1,5,3,3,5,4,0,5,1,1,1,1,1,1,4,4,4,4,3,3,5,5,2,4,5,4,5,5,4,5,4,3,4,2,5,4,4,4,2,5,4,2,5,1,20,18,16,12,14,20,Very High,High,Neither high nor low,High,Extremely High,20,A
3,4,4,2,1,4,3,3,2,4,4,5,5,5,2,3,1,4,2,4,5,4,4,2,1,1,4,4,2,3,3,3,3,4,3,2,3,3,2,2,5,4,4,4,4,4,4,3,4,5,4,5,4,1,5,4,2,4,4,5,3,4,3,2,5,5,5,4,1,30,15,16,11,16,20,High,High,Neither high nor low,High,Extremely High,20,A
3,3,4,1,4,5,2,2,4,4,2,3,4,4,3,4,2,2,5,5,5,2,2,2,3,3,5,5,4,2,3,4,4,1,1,1,3,3,1,5,5,4,4,3,3,2,5,1,3,4,2,4,4,3,4,1,3,2,4,4,2,4,2,3,4,2,5,1,1,35,9,7,13,16,16,Low,Very Low,Neither high nor low,High,High,16,N
4,5,5,4,2,2,2,3,3,5,2,4,4,5,3,4,2,4,5,4,4,5,3,5,5,4,2,2,2,5,5,4,2,1,1,1,2,3,1,3,5,3,3,2,3,3,3,4,4,5,4,3,3,4,4,4,3,5,5,5,5,3,4,3,4,4,4,3,1,23,15,17,16,13,18,High,Very High,High,Neither high nor low,Very High,18,A
4,3,2,1,4,3,2,4,4,3,3,5,5,4,3,4,3,4,3,5,1,3,1,2,4,4,0,3,4,0,4,2,5,4,4,5,2,2,2,3,4,5,5,5,4,3,3,4,3,4,2,4,4,3,5,4,2,3,4,3,5,3,3,2,5,5,3,5,0,21,15,16,12,12,17,High,High,Neither high nor low,Neither high nor low,Very High,17,A
5,4,4,2,5,3,3,5,5,4,4,4,5,4,3,5,4,4,5,5,4,5,2,3,4,4,0,0,4,5,5,5,4,4,4,3,4,5,3,4,5,0,0,5,4,4,0,5,3,4,3,5,4,3,4,4,2,5,5,5,4,4,2,2,3,2,4,3,1,20,14,13,13,15,16,High,Neither high nor low,Neither high nor low,High,High,16,A
5,5,5,4,4,5,1,4,4,4,4,5,4,5,3,4,4,4,4,5,5,4,2,2,2,2,4,4,4,2,4,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,2,3,4,3,4,4,2,5,2,4,3,4,4,4,3,2,3,5,3,3,4,1,20,13,12,12,14,18,Neither high nor low,Neither high nor low,Neither high nor low,High,Very High,18,A
4,5,3,2,4,5,4,4,3,4,5,5,5,5,3,2,3,5,4,5,5,5,3,5,4,4,5,5,3,4,2,3,4,2,3,2,1,1,1,3,4,5,5,3,3,5,5,3,5,5,3,4,5,5,5,5,3,3,4,5,5,3,4,5,5,5,3,5,1,20,17,18,19,13,20,Very High,Very High,Extremely High,Neither high nor low,Extremely High,20,A
2,4,4,4,4,4,4,4,2,3,4,5,4,5,3,4,4,4,4,4,4,3,5,3,4,4,5,5,4,3,3,4,4,4,1,3,2,4,2,4,4,4,5,3,4,4,4,5,3,4,4,5,4,2,4,2,2,4,4,4,4,4,4,2,4,2,2,4,1,20,16,12,11,13,16,High,Neither high nor low,Neither high nor low,Neither high nor low,High,16,O
4,4,4,1,1,2,3,2,2,4,2,1,4,2,2,2,2,2,4,5,2,5,1,2,2,3,2,2,2,2,2,3,4,2,2,4,2,2,2,2,4,2,2,2,4,2,2,2,4,4,3,5,4,4,5,3,2,3,4,4,4,5,3,3,4,4,3,4,1,20,14,14,15,15,17,High,High,High,High,Very High,17,A
4,4,2,2,4,3,5,4,2,5,4,4,5,4,1,4,2,4,4,5,4,4,2,5,2,2,4,3,3,3,5,4,5,2,2,5,4,3,3,4,4,4,4,4,5,4,4,3,4,4,3,4,3,3,4,2,2,4,4,4,3,4,3,4,4,2,2,3,1,21,13,10,15,12,16,Neither high nor low,Low,High,Neither high nor low,High,16,A
5,5,5,4,3,4,4,4,2,3,2,4,4,4,2,3,3,4,2,5,4,5,3,4,3,3,4,4,2,3,4,4,4,3,2,2,2,3,3,4,4,4,4,2,2,3,3,3,5,4,3,4,5,5,5,4,4,3,4,4,5,5,3,2,5,3,3,5,1,19,16,15,16,16,18,High,High,High,High,Very High,18,A
3,4,4,2,2,5,4,3,3,3,3,4,3,4,1,2,2,4,3,5,3,4,3,4,3,2,4,4,2,1,2,3,3,3,1,1,1,1,1,4,4,3,4,3,4,4,4,3,3,4,4,5,3,1,4,5,2,3,4,4,4,3,2,1,5,5,3,3,1,25,11,18,9,13,17,Neither high nor low,Very High,Low,Neither high nor low,Very High,18,C
3,3,5,5,5,4,3,4,5,3,3,4,4,4,3,4,3,4,3,5,4,3,4,3,4,4,4,4,4,4,3,4,3,3,2,3,4,4,3,4,5,4,4,3,3,4,4,4,5,5,4,2,4,4,4,4,3,4,5,5,3,2,4,3,4,4,4,4,1,21,16,15,17,11,18,High,High,Very High,Neither high nor low,Very High,18,A
5,5,4,2,4,5,1,3,4,4,2,4,4,3,2,3,4,2,4,5,2,4,1,1,4,1,4,4,4,4,4,4,4,5,1,4,4,1,1,5,5,4,4,1,1,1,1,1,5,5,3,4,4,4,5,2,3,5,4,5,5,2,4,3,5,5,4,5,1,20,18,15,16,13,20,Very High,High,High,Neither high nor low,Extremely High,20,A
